Starting 30 workers... Done!
Preparing workers... Done!
Distribution: t=0.0 Uniform UNR, L: 128          
Searching for loose files... Done! Running workers...                            
0%, Active workers: 18, Completed tasks: 0.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 71.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 80.
21%, Active workers: 30, Completed tasks: 101.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 105.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 131.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 143.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 172.
40%, Active workers: 30, Completed tasks: 176.
41%, Active workers: 30, Completed tasks: 194.
42%, Active workers: 30, Completed tasks: 202.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 206.
47%, Active workers: 30, Completed tasks: 226.
48%, Active workers: 30, Completed tasks: 232.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 232.
52%, Active workers: 30, Completed tasks: 243.
53%, Active workers: 30, Completed tasks: 246.
54%, Active workers: 30, Completed tasks: 262.
55%, Active workers: 30, Completed tasks: 262.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 269.
58%, Active workers: 30, Completed tasks: 273.
59%, Active workers: 30, Completed tasks: 273.
60%, Active workers: 30, Completed tasks: 283.
61%, Active workers: 30, Completed tasks: 292.
62%, Active workers: 30, Completed tasks: 300.
63%, Active workers: 30, Completed tasks: 303.
64%, Active workers: 30, Completed tasks: 303.
65%, Active workers: 30, Completed tasks: 303.
66%, Active workers: 30, Completed tasks: 305.
67%, Active workers: 30, Completed tasks: 329.
68%, Active workers: 30, Completed tasks: 333.
69%, Active workers: 30, Completed tasks: 333.
70%, Active workers: 30, Completed tasks: 333.
71%, Active workers: 30, Completed tasks: 333.
72%, Active workers: 30, Completed tasks: 343.
73%, Active workers: 30, Completed tasks: 346.
74%, Active workers: 30, Completed tasks: 361.
75%, Active workers: 30, Completed tasks: 363.
76%, Active workers: 30, Completed tasks: 363.
77%, Active workers: 30, Completed tasks: 366.
78%, Active workers: 30, Completed tasks: 374.
79%, Active workers: 30, Completed tasks: 376.
80%, Active workers: 30, Completed tasks: 387.
81%, Active workers: 30, Completed tasks: 393.
82%, Active workers: 30, Completed tasks: 393.
83%, Active workers: 25, Completed tasks: 401.
84%, Active workers: 25, Completed tasks: 404.
85%, Active workers: 25, Completed tasks: 406.
86%, Active workers: 25, Completed tasks: 422.
87%, Active workers: 25, Completed tasks: 423.
88%, Active workers: 21, Completed tasks: 427.
89%, Active workers: 19, Completed tasks: 430.
90%, Active workers: 19, Completed tasks: 446.
91%, Active workers: 19, Completed tasks: 448.
92%, Active workers: 19, Completed tasks: 448.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 466.
95%, Active workers: 19, Completed tasks: 467.
96%, Active workers: 19, Completed tasks: 467.
97%, Active workers: 18, Completed tasks: 470.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.7 Uniform CNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 12.
7%, Active workers: 30, Completed tasks: 29.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 37.
12%, Active workers: 30, Completed tasks: 42.
13%, Active workers: 30, Completed tasks: 49.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 60.
17%, Active workers: 30, Completed tasks: 72.
18%, Active workers: 30, Completed tasks: 72.
19%, Active workers: 30, Completed tasks: 72.
20%, Active workers: 30, Completed tasks: 89.
21%, Active workers: 30, Completed tasks: 90.
22%, Active workers: 30, Completed tasks: 102.
23%, Active workers: 30, Completed tasks: 102.
24%, Active workers: 30, Completed tasks: 102.
25%, Active workers: 30, Completed tasks: 102.
26%, Active workers: 30, Completed tasks: 104.
27%, Active workers: 30, Completed tasks: 132.
28%, Active workers: 30, Completed tasks: 132.
29%, Active workers: 30, Completed tasks: 132.
30%, Active workers: 30, Completed tasks: 132.
31%, Active workers: 30, Completed tasks: 132.
32%, Active workers: 30, Completed tasks: 141.
33%, Active workers: 30, Completed tasks: 155.
34%, Active workers: 30, Completed tasks: 162.
35%, Active workers: 30, Completed tasks: 162.
36%, Active workers: 30, Completed tasks: 162.
37%, Active workers: 30, Completed tasks: 162.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 178.
40%, Active workers: 30, Completed tasks: 192.
41%, Active workers: 30, Completed tasks: 192.
42%, Active workers: 30, Completed tasks: 192.
43%, Active workers: 30, Completed tasks: 194.
44%, Active workers: 30, Completed tasks: 203.
45%, Active workers: 30, Completed tasks: 204.
46%, Active workers: 30, Completed tasks: 219.
47%, Active workers: 30, Completed tasks: 222.
48%, Active workers: 30, Completed tasks: 223.
49%, Active workers: 30, Completed tasks: 233.
50%, Active workers: 30, Completed tasks: 233.
51%, Active workers: 30, Completed tasks: 234.
52%, Active workers: 30, Completed tasks: 246.
53%, Active workers: 30, Completed tasks: 252.
54%, Active workers: 30, Completed tasks: 255.
55%, Active workers: 30, Completed tasks: 263.
56%, Active workers: 30, Completed tasks: 263.
57%, Active workers: 30, Completed tasks: 263.
58%, Active workers: 30, Completed tasks: 265.
59%, Active workers: 30, Completed tasks: 289.
60%, Active workers: 30, Completed tasks: 293.
61%, Active workers: 30, Completed tasks: 293.
62%, Active workers: 30, Completed tasks: 293.
63%, Active workers: 30, Completed tasks: 293.
64%, Active workers: 30, Completed tasks: 294.
65%, Active workers: 30, Completed tasks: 308.
66%, Active workers: 30, Completed tasks: 323.
67%, Active workers: 30, Completed tasks: 323.
68%, Active workers: 30, Completed tasks: 323.
69%, Active workers: 30, Completed tasks: 323.
70%, Active workers: 30, Completed tasks: 333.
71%, Active workers: 30, Completed tasks: 338.
72%, Active workers: 30, Completed tasks: 353.
73%, Active workers: 30, Completed tasks: 353.
74%, Active workers: 30, Completed tasks: 353.
75%, Active workers: 30, Completed tasks: 353.
76%, Active workers: 30, Completed tasks: 364.
77%, Active workers: 30, Completed tasks: 365.
78%, Active workers: 30, Completed tasks: 376.
79%, Active workers: 30, Completed tasks: 383.
80%, Active workers: 30, Completed tasks: 383.
81%, Active workers: 30, Completed tasks: 391.
82%, Active workers: 30, Completed tasks: 394.
83%, Active workers: 30, Completed tasks: 395.
84%, Active workers: 30, Completed tasks: 406.
85%, Active workers: 30, Completed tasks: 413.
86%, Active workers: 30, Completed tasks: 413.
87%, Active workers: 27, Completed tasks: 420.
88%, Active workers: 25, Completed tasks: 424.
89%, Active workers: 25, Completed tasks: 427.
90%, Active workers: 25, Completed tasks: 443.
91%, Active workers: 25, Completed tasks: 443.
92%, Active workers: 19, Completed tasks: 449.
93%, Active workers: 19, Completed tasks: 450.
94%, Active workers: 19, Completed tasks: 464.
95%, Active workers: 19, Completed tasks: 468.
96%, Active workers: 19, Completed tasks: 468.
97%, Active workers: 18, Completed tasks: 470.
98%, Active workers: 13, Completed tasks: 487.
99%, Active workers: 13, Completed tasks: 487.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.7 Uniform SNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 30.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 60.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 70.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 84.
21%, Active workers: 30, Completed tasks: 99.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
26%, Active workers: 30, Completed tasks: 108.
27%, Active workers: 30, Completed tasks: 131.
28%, Active workers: 30, Completed tasks: 131.
29%, Active workers: 30, Completed tasks: 131.
30%, Active workers: 30, Completed tasks: 131.
31%, Active workers: 30, Completed tasks: 131.
32%, Active workers: 30, Completed tasks: 142.
33%, Active workers: 30, Completed tasks: 143.
34%, Active workers: 30, Completed tasks: 161.
35%, Active workers: 30, Completed tasks: 161.
36%, Active workers: 30, Completed tasks: 161.
37%, Active workers: 30, Completed tasks: 172.
38%, Active workers: 30, Completed tasks: 172.
39%, Active workers: 30, Completed tasks: 174.
40%, Active workers: 30, Completed tasks: 191.
41%, Active workers: 30, Completed tasks: 191.
42%, Active workers: 30, Completed tasks: 191.
43%, Active workers: 30, Completed tasks: 202.
44%, Active workers: 30, Completed tasks: 202.
45%, Active workers: 30, Completed tasks: 202.
46%, Active workers: 30, Completed tasks: 220.
47%, Active workers: 30, Completed tasks: 221.
48%, Active workers: 30, Completed tasks: 221.
49%, Active workers: 30, Completed tasks: 232.
50%, Active workers: 30, Completed tasks: 232.
51%, Active workers: 30, Completed tasks: 232.
52%, Active workers: 30, Completed tasks: 250.
53%, Active workers: 30, Completed tasks: 251.
54%, Active workers: 30, Completed tasks: 251.
55%, Active workers: 30, Completed tasks: 262.
56%, Active workers: 30, Completed tasks: 262.
57%, Active workers: 30, Completed tasks: 262.
58%, Active workers: 30, Completed tasks: 279.
59%, Active workers: 30, Completed tasks: 281.
60%, Active workers: 30, Completed tasks: 282.
61%, Active workers: 30, Completed tasks: 292.
62%, Active workers: 30, Completed tasks: 292.
63%, Active workers: 30, Completed tasks: 292.
64%, Active workers: 30, Completed tasks: 308.
65%, Active workers: 30, Completed tasks: 311.
66%, Active workers: 30, Completed tasks: 322.
67%, Active workers: 30, Completed tasks: 322.
68%, Active workers: 30, Completed tasks: 322.
69%, Active workers: 30, Completed tasks: 322.
70%, Active workers: 30, Completed tasks: 330.
71%, Active workers: 30, Completed tasks: 341.
72%, Active workers: 30, Completed tasks: 352.
73%, Active workers: 30, Completed tasks: 352.
74%, Active workers: 30, Completed tasks: 352.
75%, Active workers: 30, Completed tasks: 352.
76%, Active workers: 30, Completed tasks: 353.
77%, Active workers: 30, Completed tasks: 381.
78%, Active workers: 30, Completed tasks: 382.
79%, Active workers: 30, Completed tasks: 382.
80%, Active workers: 30, Completed tasks: 382.
81%, Active workers: 30, Completed tasks: 382.
82%, Active workers: 30, Completed tasks: 393.
83%, Active workers: 30, Completed tasks: 403.
84%, Active workers: 30, Completed tasks: 412.
85%, Active workers: 30, Completed tasks: 412.
86%, Active workers: 30, Completed tasks: 412.
87%, Active workers: 30, Completed tasks: 412.
88%, Active workers: 25, Completed tasks: 423.
89%, Active workers: 25, Completed tasks: 435.
90%, Active workers: 25, Completed tasks: 442.
91%, Active workers: 25, Completed tasks: 442.
92%, Active workers: 19, Completed tasks: 448.
93%, Active workers: 19, Completed tasks: 448.
94%, Active workers: 19, Completed tasks: 466.
95%, Active workers: 19, Completed tasks: 467.
96%, Active workers: 19, Completed tasks: 467.
97%, Active workers: 18, Completed tasks: 471.
98%, Active workers: 14, Completed tasks: 486.
99%, Active workers: 14, Completed tasks: 486.
100%, Active workers: 0, Completed tasks: 500.
Done!
Calculating averages... Done!Distribution: t=0.8 Uniform UNR, L: 128          
Searching for loose files... Done!Running workers...                            
0%, Active workers: 30, Completed tasks: 0.
1%, Active workers: 30, Completed tasks: 0.
2%, Active workers: 30, Completed tasks: 0.
3%, Active workers: 30, Completed tasks: 0.
4%, Active workers: 30, Completed tasks: 0.
5%, Active workers: 30, Completed tasks: 0.
6%, Active workers: 30, Completed tasks: 11.
7%, Active workers: 30, Completed tasks: 24.
8%, Active workers: 30, Completed tasks: 30.
9%, Active workers: 30, Completed tasks: 30.
10%, Active workers: 30, Completed tasks: 30.
11%, Active workers: 30, Completed tasks: 41.
12%, Active workers: 30, Completed tasks: 41.
13%, Active workers: 30, Completed tasks: 41.
14%, Active workers: 30, Completed tasks: 57.
15%, Active workers: 30, Completed tasks: 60.
16%, Active workers: 30, Completed tasks: 71.
17%, Active workers: 30, Completed tasks: 71.
18%, Active workers: 30, Completed tasks: 71.
19%, Active workers: 30, Completed tasks: 71.
20%, Active workers: 30, Completed tasks: 75.
21%, Active workers: 30, Completed tasks: 101.
22%, Active workers: 30, Completed tasks: 101.
23%, Active workers: 30, Completed tasks: 101.
24%, Active workers: 30, Completed tasks: 101.
25%, Active workers: 30, Completed tasks: 101.
